Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,Referencia de localizacion,Fecha UTC,Hora UTC,Estatus
10/05/2023,22:29:47,"2.3",19.36,-99.2,"1.5","3 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,04:29:47,verificado
10/05/2023,22:34:52,"1.8",19.36,-99.2,"1","3 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,04:34:52,verificado
10/05/2023,22:40:32,"1.3",19.36,-99.2,"1","3 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,04:40:32,verificado
10/05/2023,23:19:31,"1.4",19.36,-99.2,"1.2","3 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,05:19:31,verificado
11/05/2023,01:43:22,"2",19.36,-99.2,"1.2","4 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,07:43:22,verificado
11/05/2023,02:21:46,"1.8",19.45,-99.17,"1","3 km al OESTE de CUAUHTEMOC, CDMX ",11/05/2023,08:21:46,verificado
11/05/2023,07:25:10,"1.6",19.37,-99.21,"1","3 km al SUR de V ALVARO OBREGON, CDMX",11/05/2023,13:25:10,verificado
11/05/2023,08:38:27,"1.6",19.36,-99.2,"1","3 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,14:38:27,verificado
11/05/2023,08:43:40,"1.2",19.36,-99.2,"1.4","3 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,14:43:40,verificado
11/05/2023,09:05:30,"2.2",19.36,-99.2,"1","4 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,15:05:30,verificado
11/05/2023,09:25:23,"1.9",19.36,-99.2,"1","4 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,15:25:23,verificado
11/05/2023,09:58:09,"1.3",19.36,-99.2,"1","3 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,15:58:09,verificado
11/05/2023,10:55:46,"1.2",19.36,-99.2,"1","3 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,16:55:46,verificado
11/05/2023,11:13:02,"1",19.36,-99.2,"1","3 km al NORESTE de LA MAGDALENA C, CDMX ",11/05/2023,17:13:02,verificado
11/05/2023,22:01:28,"1.4",19.36,-99.2,"1","3 km al NORESTE de LA MAGDALENA C, CDMX ",12/05/2023,04:01:28,verificado
12/05/2023,04:19:33,"1.5",19.36,-99.2,"1","3 km al NORESTE de LA MAGDALENA C, CDMX ",12/05/2023,10:19:33,verificado
12/05/2023,17:46:50,"2.2",19.36,-99.19,"1","3 km al NOROESTE de COYOACAN, CDMX ",12/05/2023,23:46:50,verificado
14/05/2023,18:41:01,"1.8",19.36,-99.2,"2","3 km al NORESTE de LA MAGDALENA C, CDMX ",15/05/2023,00:41:01,verificado
15/05/2023,02:45:52,"1.8",19.36,-99.19,"2","4 km al NORESTE de LA MAGDALENA C, CDMX ",15/05/2023,08:45:52,verificado
16/05/2023,04:50:30,"1.4",19.35,-99.18,"1.5","2 km al NOROESTE de COYOACAN, CDMX ",16/05/2023,10:50:30,verificado
16/05/2023,22:09:03,"1.5",19.36,-99.2,"1","4 km al NORESTE de LA MAGDALENA C, CDMX ",17/05/2023,04:09:03,verificado
21/05/2023,23:05:32,"1.3",19.36,-99.2,"1","3 km al NORESTE de LA MAGDALENA C, CDMX ",22/05/2023,05:05:32,verificado
02/06/2023,19:12:03,"2.3",19.37,-99.18,"1","3 km al NOROESTE de COYOACAN, CDMX ",03/06/2023,01:12:03,verificado
08/06/2023,10:22:54,"3.6",19.14,-98.97,"3.3","8 km al SURESTE de MILPA ALTA, CDMX ",08/06/2023,16:22:54,verificado
15/06/2023,06:24:36,"1.2",19.37,-99.19,"1","3 km al SURESTE de V ALVARO OBREGON, CDMX ",15/06/2023,12:24:36,verificado
19/06/2023,18:30:47,"1.9",19.37,-99.19,"1","3 km al SUR de V ALVARO OBREGON, CDMX ",20/06/2023,00:30:47,verificado
